n,k,d
2.35752,-0.0412491,0.0005
2.63047,-0.0815826,0.0005
2.43434,-0.0189303,0.0005
2.46419,-0.0936312,0.0005
2.62394,-0.0174881,0.0005
2.78103,-0.0967519,0.0005
2.56119,-0.0592278,0.0005
2.31699,-0.0402955,0.0005
2.4703,-0.0250782,0.0005
2.16386,-0.0235175,0.0005
2.89546,-0.019846,0.0005
2.65108,-0.0860963,0.0005
2.34157,-0.0952449,0.0005
2.89453,-0.0420466,0.0005
2.18604,-0.0591551,0.0005
2.76442,-0.0566438,0.0005
2.55308,-0.0925474,0.0005
2.54997,-0.0864163,0.0005
2.23918,-0.0343699,0.0005
2.83393,-0.0517625,0.0005
2.49031,-0.0248929,0.0005
2.58288,-0.0897859,0.0005
2.25905,-0.03879,0.0005
2.64844,-0.0174263,0.0005
2.77005,-0.015592,0.0005
2.82902,-0.0535422,0.0005
2.42472,-0.0558313,0.0005
2.05054,-0.00784025,0.0005
2.20955,-0.0487693,0.0005
2.80027,-0.0731591,0.0005
2.76417,-0.0126445,0.0005
2.99742,-0.03344,0.0005
2.12203,-0.0135194,0.0005
2.61929,-0.0118595,0.0005
2.01065,-0.0894421,0.0005
2.15621,-0.0518028,0.0005
2.24265,-0.00850613,0.0005
2.17048,-0.0866563,0.0005
2.54674,-0.0958576,0.0005
2.61227,-0.063157,0.0005
2.40374,-0.0516236,0.0005
2.76296,-0.0348525,0.0005
2.63842,-0.049224,0.0005
2.72496,-0.0398426,0.0005
2.75277,-0.0371248,0.0005
2.0731,-0.0183067,0.0005
2.90053,-0.0327739,0.0005
2.16859,-0.0886807,0.0005
2.10608,-0.0652101,0.0005
2.25673,-0.0429643,0.0005
2.2397,-0.0607255,0.0005
2.70425,-0.0234485,0.0005
2.56749,-0.0424676,0.0005
2.22649,-0.0901317,0.0005
2.24944,-0.0731582,0.0005
2.65965,-0.0918625,0.0005
2.76097,-0.0182323,0.0005
2.33548,-0.036033,0.0005
2.24121,-0.0861403,0.0005
2.20721,-0.0834181,0.0005
2.9683,-0.00740191,0.0005
2.07378,-0.066351,0.0005
2.47143,-0.0471,0.0005
2.43949,-0.0678945,0.0005
2.61072,-0.0876138,0.0005
2.6834,-0.0223493,0.0005
2.03571,-0.024977,0.0005
2.56956,-0.0742258,0.0005
2.93777,-0.0522006,0.0005
2.00896,-0.0673327,0.0005
2.57951,-0.00904207,0.0005
2.52791,-0.0713474,0.0005
2.18213,-0.0211756,0.0005
2.59104,-0.0688489,0.0005
2.15671,-0.0966217,0.0005
2.25134,-0.0213705,0.0005
2.75238,-0.0848125,0.0005
2.88722,-0.0155163,0.0005
2.50775,-0.0162309,0.0005
2.34464,-0.0372622,0.0005
2.76934,-0.0745049,0.0005
2.25988,-0.0232841,0.0005
2.78782,-0.0956632,0.0005
2.06793,-0.0312399,0.0005
2.83647,-0.0446416,0.0005
2.88927,-0.0259829,0.0005
2.6404,-0.0133163,0.0005
2.04204,-0.0659834,0.0005
2.63483,-0.0561587,0.0005
2.63523,-0.0379715,0.0005
2.8231,-0.0404154,0.0005
2.78,-0.0209642,0.0005
2.71581,-0.0551224,0.0005
2.24442,-0.0113625,0.0005
2.29733,-0.0498744,0.0005
2.33473,-0.0509488,0.0005
2.41746,-0.0708592,0.0005
2.1135,-0.0562045,0.0005
2.07831,-0.0778495,0.0005
2.93347,-0.0816741,0.0005
2.34881,-0.0941766,0.0005
2.48682,-0.0242271,0.0005
2.81035,-0.034041,0.0005
2.33859,-0.0932288,0.0005
2.72076,-0.00479071,0.0005
2.72233,-0.0541099,0.0005
2.87097,-0.0422828,0.0005
2.62836,-0.0106356,0.0005
2.94865,-0.00684988,0.0005
2.01239,-0.0568395,0.0005
2.48304,-0.0982709,0.0005
2.82398,-0.0387431,0.0005
2.0111,-0.00474255,0.0005
2.31087,-0.0444438,0.0005
2.95559,-0.0866495,0.0005
2.79018,-0.0374357,0.0005
2.68108,-0.00139551,0.0005
2.40764,-0.00373048,0.0005
2.09338,-0.0755794,0.0005
2.66764,-0.0943916,0.0005
2.64279,-0.0655087,0.0005
2.61254,-0.0610203,0.0005
2.38729,-0.00971368,0.0005
2.01916,-0.0252973,0.0005
2.36757,-0.0635864,0.0005
2.7389,-0.00762116,0.0005
2.52171,-0.00367626,0.0005
2.68304,-0.0778641,0.0005
2.89504,-0.018114,0.0005
2.37017,-0.00715309,0.0005
2.34762,-0.0266309,0.0005
2.45867,-0.0958124,0.0005
2.84572,-0.0894668,0.0005
2.25679,-0.0569729,0.0005
2.31582,-0.0274931,0.0005
2.46692,-0.0278751,0.0005
2.55147,-0.052432,0.0005
2.00911,-0.0972052,0.0005
2.19981,-0.0356473,0.0005
2.02429,-0.0643118,0.0005
2.94709,-0.0425127,0.0005
2.34038,-0.0166652,0.0005
2.45688,-0.0776499,0.0005
2.15803,-0.0285069,0.0005
2.14771,-0.0654384,0.0005
2.18903,-0.0230419,0.0005
2.95779,-0.0689305,0.0005
2.04823,-0.0497773,0.0005
2.70714,-0.0112722,0.0005
2.43303,-0.0308223,0.0005
2.6841,-0.0692819,0.0005
2.6352,-0.0339819,0.0005
2.848,-0.0753025,0.0005
2.53222,-0.099794,0.0005
2.18386,-0.0505948,0.0005
2.8968,-0.0979143,0.0005
2.95906,-0.0269802,0.0005
2.50206,-0.0425794,0.0005
2.58988,-0.0753268,0.0005
2.58091,-0.0174438,0.0005
2.56018,-0.09451,0.0005
2.73369,-0.0119472,0.0005
2.55812,-0.0926372,0.0005
2.47743,-0.0945288,0.0005
2.77558,-0.0906547,0.0005
2.34163,-0.0423059,0.0005
2.0388,-0.0263434,0.0005
2.50856,-0.0214032,0.0005
2.94403,-0.0600038,0.0005
2.59803,-0.0456922,0.0005
2.63873,-0.00762259,0.0005
2.7198,-0.0308776,0.0005
2.80661,-0.0660981,0.0005
2.1427,-0.0988075,0.0005
2.35878,-0.0368531,0.0005
2.97848,-0.00536926,0.0005
2.24271,-0.0197253,0.0005
2.61432,-0.0404633,0.0005
2.85801,-0.0114848,0.0005
2.09581,-0.0768509,0.0005
2.32953,-0.0120276,0.0005
2.21689,-0.0337069,0.0005
2.56357,-0.0647392,0.0005
2.55877,-0.0665174,0.0005
2.95914,-0.0551857,0.0005
2.09604,-0.0149235,0.0005
2.21675,-0.0729201,0.0005
2.70834,-0.056138,0.0005
2.24037,-0.0821846,0.0005
2.75582,-0.0238098,0.0005
2.99701,-0.065731,0.0005
2.4131,-0.000230548,0.0005
2.84881,-0.05733,0.0005
2.00653,-0.0951404,0.0005
2.45859,-0.0131144,0.0005
2.97197,-0.03354,0.0005
2.07508,-0.0280443,0.0005
2.69373,-0.00895537,0.0005
2.08358,-0.0210076,0.0005
2.48326,-0.0425687,0.0005
2.76589,-0.0346908,0.0005
2.32503,-0.0920117,0.0005
2.26171,-0.0755068,0.0005
2.8677,-0.0391046,0.0005
2.66228,-0.0357859,0.0005
2.74173,-0.0906494,0.0005
2.04227,-0.0302774,0.0005
2.48976,-0.0941621,0.0005
2.01778,-0.0754923,0.0005
2.9034,-0.0701293,0.0005
2.35151,-0.000797635,0.0005
2.38174,-0.092555,0.0005
2.82799,-0.0611334,0.0005
2.66436,-0.0121595,0.0005
2.93407,-0.0214691,0.0005
2.73176,-0.0694651,0.0005
2.38175,-0.0505366,0.0005
2.71514,-0.0468459,0.0005
2.73371,-0.0176953,0.0005
2.31156,-0.0542078,0.0005
2.39658,-0.0328694,0.0005
2.73337,-0.0802521,0.0005
2.7673,-0.0538757,0.0005
2.65949,-0.0744475,0.0005
2.21696,-0.00220176,0.0005
2.42577,-0.0177874,0.0005
2.05504,-0.0403518,0.0005
2.54029,-0.015117,0.0005
2.32626,-0.0277603,0.0005
2.05413,-0.0723713,0.0005
2.37755,-0.000739994,0.0005
2.69424,-0.0800099,0.0005
2.97871,-0.0613432,0.0005
2.12557,-0.0971595,0.0005
2.88987,-0.0318516,0.0005
2.12442,-0.0688301,0.0005
2.95635,-0.0234394,0.0005
2.06795,-0.0690316,0.0005
2.2738,-0.0472519,0.0005
2.2736,-0.00482785,0.0005
2.31983,-0.0787784,0.0005
2.80306,-0.0205603,0.0005
2.49869,-0.0247881,0.0005
2.64795,-0.0871851,0.0005
2.41606,-0.0564382,0.0005
2.18062,-0.0120883,0.0005
2.05127,-0.0986078,0.0005
2.25277,-0.0305202,0.0005
2.24334,-0.0731294,0.0005
2.77084,-0.0629808,0.0005
2.12957,-0.0682796,0.0005
2.21838,-0.099694,0.0005
2.3838,-0.0288032,0.0005
2.33446,-0.0736935,0.0005
2.45953,-0.0743926,0.0005
2.4976,-0.0413391,0.0005
2.512,-0.0657526,0.0005
2.13204,-0.0171874,0.0005
2.86665,-0.00768626,0.0005
2.82169,-0.081463,0.0005
2.5053,-0.0755677,0.0005
2.58788,-0.0198555,0.0005
2.36881,-0.087768,0.0005
2.81191,-0.0223472,0.0005
2.49452,-0.0644539,0.0005
2.92258,-0.0646326,0.0005
2.65771,-0.0460533,0.0005
2.57837,-0.0700176,0.0005
2.0195,-0.0838929,0.0005
2.4843,-0.0461195,0.0005
2.53626,-0.0528796,0.0005
2.40281,-0.0570715,0.0005
2.4382,-0.08372,0.0005
2.11988,-0.00624232,0.0005
2.21411,-0.05605,0.0005
2.26177,-0.0936666,0.0005
2.68108,-0.0300002,0.0005
2.82897,-0.070852,0.0005
2.13416,-0.0794607,0.0005
2.17879,-0.0803787,0.0005
2.15667,-0.0673414,0.0005
2.02722,-0.0775519,0.0005
2.16569,-0.0524448,0.0005
2.05506,-0.0156288,0.0005
2.13621,-0.0117278,0.0005
2.44843,-0.00386958,0.0005
2.16693,-0.0628505,0.0005
2.59526,-0.0759086,0.0005
2.62733,-0.0756965,0.0005
2.65128,-0.0500334,0.0005
2.06428,-0.0605754,0.0005
2.08602,-0.0606571,0.0005
2.13798,-0.0819545,0.0005
2.11928,-0.0882087,0.0005
2.29939,-0.0326573,0.0005
2.7537,-0.0627364,0.0005
2.55375,-0.0265437,0.0005
2.02789,-0.014591,0.0005
2.50815,-0.0384325,0.0005
2.85921,-0.0424256,0.0005
2.32407,-0.00837363,0.0005
2.13142,-0.0565292,0.0005
2.74245,-0.0104278,0.0005
2.65491,-0.0434579,0.0005
2.01211,-0.0266149,0.0005
2.71308,-0.0615338,0.0005
2.01099,-0.0209813,0.0005
2.26167,-0.0399388,0.0005
2.07568,-0.0281228,0.0005
2.88384,-0.0419619,0.0005
2.10844,-0.0993007,0.0005
2.05083,-0.0478786,0.0005
2.32924,-0.0228507,0.0005
2.13629,-0.00243646,0.0005
2.2327,-0.0216287,0.0005
2.38019,-0.0980489,0.0005
2.27447,-0.0585821,0.0005
2.56421,-0.0852172,0.0005
2.62254,-0.0247697,0.0005
2.11599,-0.0145051,0.0005
2.90797,-0.0339478,0.0005
2.71644,-0.0936645,0.0005
2.13256,-0.0256017,0.0005
2.91451,-0.016024,0.0005
2.85499,-0.0891663,0.0005
2.01372,-0.02787,0.0005
2.59411,-0.0768296,0.0005
2.72449,-0.0620218,0.0005
2.87352,-0.0703092,0.0005
2.5433,-0.0800292,0.0005
2.78735,-0.0946963,0.0005
2.15746,-0.0586322,0.0005
2.15863,-0.0659291,0.0005
2.68784,-0.0910611,0.0005
2.67679,-0.0458941,0.0005
2.85858,-0.0574775,0.0005
2.89349,-0.0576607,0.0005
2.36854,-0.0742442,0.0005
2.85457,-0.0165841,0.0005
2.61865,-0.0719165,0.0005
2.3064,-0.032153,0.0005
2.92375,-0.0331736,0.0005
2.08522,-0.047996,0.0005
2.20949,-0.0128076,0.0005
2.08444,-0.0813355,0.0005
2.98695,-0.0952042,0.0005
2.12187,-0.0283648,0.0005
2.16309,-0.0305155,0.0005
2.96381,-0.0122729,0.0005
2.44629,-0.0836473,0.0005
2.59916,-0.0832011,0.0005
2.23812,-0.0636647,0.0005
2.47666,-0.0256552,0.0005
2.92903,-0.0835456,0.0005
2.45191,-0.0120539,0.0005
2.3599,-0.0797562,0.0005
2.00894,-0.0536816,0.0005
2.9968,-0.0410415,0.0005
2.72702,-0.0422803,0.0005
2.02756,-0.0660209,0.0005
2.89429,-0.0275704,0.0005
2.62588,-0.0599662,0.0005
2.9216,-0.0286305,0.0005
2.8005,-0.0522298,0.0005
2.46853,-0.099393,0.0005
2.05618,-0.017705,0.0005
2.99122,-0.0182379,0.0005
2.95697,-0.00911562,0.0005
2.91594,-0.0739246,0.0005
2.31193,-0.078153,0.0005
2.38754,-0.064127,0.0005
2.11982,-0.0276145,0.0005
2.03473,-0.0411709,0.0005
2.14876,-0.0299657,0.0005
2.30834,-0.0339024,0.0005
2.2229,-0.0956946,0.0005
2.29601,-0.0770199,0.0005
2.61248,-0.0969101,0.0005
2.3516,-0.019495,0.0005
2.42265,-0.0593764,0.0005
2.60881,-0.0565515,0.0005
2.59523,-0.0127514,0.0005
2.69683,-0.0104373,0.0005
2.82329,-0.0121512,0.0005
2.50825,-0.0690168,0.0005
2.34016,-0.0525565,0.0005
2.62742,-0.0740803,0.0005
2.79614,-0.0220108,0.0005
2.05386,-0.0150398,0.0005
2.31052,-0.0213845,0.0005
2.38559,-0.0503359,0.0005
2.20261,-0.0138495,0.0005
2.74393,-0.00277419,0.0005
2.37631,-0.092674,0.0005
2.38228,-0.0606469,0.0005
2.29019,-0.0220031,0.0005
2.45151,-0.00112307,0.0005
2.45057,-0.0139377,0.0005
2.00218,-0.0742769,0.0005
2.57147,-0.0409965,0.0005
2.36595,-0.0425811,0.0005
2.18713,-0.0732704,0.0005
2.9435,-0.0423227,0.0005
2.37378,-0.0391986,0.0005
2.77101,-0.053772,0.0005
2.06155,-0.0919003,0.0005
2.31845,-0.039073,0.0005
2.98439,-0.0172376,0.0005
2.50244,-0.0464528,0.0005
2.92622,-0.0422061,0.0005
2.61168,-0.0399677,0.0005
2.7711,-0.0190828,0.0005
2.13683,-0.0289407,0.0005
2.02113,-0.0244696,0.0005
2.28729,-0.0485616,0.0005
2.57637,-0.0598846,0.0005
2.2649,-0.0869656,0.0005
2.41148,-0.0279643,0.0005
2.75524,-0.0760331,0.0005
2.45873,-0.0392597,0.0005
2.47653,-0.0774171,0.0005
2.33842,-0.00933031,0.0005
2.53736,-0.0119763,0.0005
2.69887,-0.0772281,0.0005
2.3839,-0.0212742,0.0005
2.90751,-0.0463351,0.0005
2.40018,-0.0887878,0.0005
2.48189,-0.0512387,0.0005
2.04898,-0.00263742,0.0005
2.05965,-0.0270665,0.0005
2.45596,-0.0291699,0.0005
2.14198,-0.0856824,0.0005
2.12242,-0.0459605,0.0005
2.93917,-0.0770013,0.0005
2.17615,-0.0885812,0.0005
2.28146,-0.0905006,0.0005
2.90198,-0.0603966,0.0005
2.56012,-0.0704402,0.0005
2.95427,-0.0702073,0.0005
2.63967,-0.0266685,0.0005
2.21235,-0.00189153,0.0005
2.50254,-0.025314,0.0005
2.02721,-0.000805814,0.0005
2.61101,-0.0730885,0.0005
2.71752,-0.0169387,0.0005
2.58704,-0.0623705,0.0005
2.88109,-0.0221047,0.0005
2.75542,-0.0760981,0.0005
2.71007,-0.0373779,0.0005
2.02365,-0.05407,0.0005
2.81315,-0.0516149,0.0005
2.06853,-0.0147707,0.0005
2.27133,-0.0462612,0.0005
2.39493,-0.0547228,0.0005
2.46654,-0.0805263,0.0005
2.26143,-0.00340055,0.0005
2.6234,-0.0789058,0.0005
2.78738,-0.0866216,0.0005
2.96637,-0.05466,0.0005
2.34746,-0.0275872,0.0005
2.11594,-0.083117,0.0005
2.55795,-0.0228036,0.0005
2.65978,-0.00744809,0.0005
2.39175,-0.0649403,0.0005
2.10581,-0.0202076,0.0005
2.64969,-0.00495405,0.0005
2.82786,-0.0336493,0.0005
2.63498,-0.0106614,0.0005
2.67562,-0.0752715,0.0005
2.71801,-0.0041458,0.0005
2.29742,-0.0654251,0.0005
2.91243,-0.0634666,0.0005
2.89311,-0.0185563,0.0005
2.43541,-0.0974971,0.0005
2.36446,-0.0878529,0.0005
2.06658,-0.0632451,0.0005
2.40186,-0.019457,0.0005
2.4528,-0.0277385,0.0005
2.77143,-0.00830127,0.0005
2.49492,-0.0807609,0.0005
2.12909,-0.014352,0.0005
2.00099,-0.014233,0.0005
2.53191,-0.0106897,0.0005
2.14792,-0.0978144,0.0005
2.78772,-0.0176088,0.0005
2.42969,-0.09004,0.0005
2.53263,-0.000481085,0.0005
2.49443,-0.0829131,0.0005
2.8243,-0.000156257,0.0005
2.42119,-0.0799161,0.0005
2.1056,-0.0829558,0.0005
2.68932,-0.0112125,0.0005
2.19093,-0.089048,0.0005
2.23725,-0.0528481,0.0005
2.22689,-0.0568522,0.0005
2.28124,-0.0243243,0.0005
2.95568,-0.00985399,0.0005
2.09262,-0.0515819,0.0005
2.12513,-0.0422976,0.0005
2.68765,-0.0127914,0.0005
2.93092,-0.0874772,0.0005
2.76788,-0.0833954,0.0005
2.92287,-0.0217442,0.0005
2.37507,-0.0978055,0.0005
2.8153,-0.0378004,0.0005
2.21045,-0.0543309,0.0005
2.49618,-0.0574542,0.0005
2.44933,-0.00391011,0.0005
2.21926,-0.0688945,0.0005
2.81741,-0.0675217,0.0005
2.49917,-0.0240086,0.0005
2.97787,-0.0316381,0.0005
2.35012,-0.0275042,0.0005
2.82375,-0.00182707,0.0005
2.18558,-0.0776598,0.0005
2.06236,-0.0248799,0.0005
2.85545,-0.0923266,0.0005
2.122,-0.0365871,0.0005
2.90069,-0.0842602,0.0005
2.12661,-0.0484879,0.0005
2.45767,-0.0814125,0.0005
2.80167,-0.0530581,0.0005
2.00696,-0.0883352,0.0005
2.76576,-0.0727032,0.0005
2.74349,-0.0936369,0.0005
2.78742,-0.011636,0.0005
2.86013,-0.0406621,0.0005
2.41953,-0.072536,0.0005
2.38077,-0.0224083,0.0005
2.08455,-0.0898489,0.0005
2.40251,-0.034226,0.0005
2.08894,-0.0435367,0.0005
2.48025,-0.0982328,0.0005
2.19547,-0.0868067,0.0005
2.63635,-0.0445318,0.0005
2.6825,-0.0339478,0.0005
2.80076,-0.0204978,0.0005
2.4848,-0.0217957,0.0005
2.95304,-0.047823,0.0005
2.91839,-0.087714,0.0005
2.45776,-0.0542968,0.0005
2.12209,-0.0202855,0.0005
2.93259,-0.064824,0.0005
2.46308,-0.0180821,0.0005
2.87746,-0.072541,0.0005
2.73329,-0.0319018,0.0005
2.2487,-0.0412104,0.0005
2.79798,-0.099823,0.0005
2.09039,-0.0393,0.0005
2.57711,-0.0890258,0.0005
2.32041,-0.0642667,0.0005
2.89523,-0.0693905,0.0005
2.25917,-0.01901,0.0005
2.82046,-0.0705937,0.0005
2.26103,-0.0675346,0.0005
2.78678,-0.0805491,0.0005
2.28563,-0.033025,0.0005
2.4521,-0.0295005,0.0005
2.00971,-0.0717373,0.0005
2.35893,-0.0252253,0.0005
2.92978,-0.00399606,0.0005
2.08881,-0.0743446,0.0005
2.35198,-0.0701951,0.0005
2.28773,-0.0393029,0.0005
2.26514,-0.0566661,0.0005
2.92903,-0.0889863,0.0005
2.18073,-0.0264993,0.0005
2.65297,-0.0816054,0.0005
2.96649,-0.0107255,0.0005
2.37526,-0.021256,0.0005
2.67536,-0.0457755,0.0005
2.05499,-0.0390406,0.0005
2.51722,-0.0513861,0.0005
2.82192,-0.0343612,0.0005
2.85662,-0.0882127,0.0005
2.94601,-0.0331393,0.0005
2.66054,-0.0305265,0.0005
2.56408,-0.0252551,0.0005
2.9164,-0.0417919,0.0005
2.47256,-0.0667431,0.0005
2.45624,-0.0800272,0.0005
2.49919,-0.0179837,0.0005
2.60572,-0.0939751,0.0005
2.18718,-0.0637706,0.0005
2.74939,-0.00964361,0.0005
2.23174,-0.0167125,0.0005
2.03096,-0.0207243,0.0005
2.13498,-0.00120107,0.0005
2.57514,-0.0670938,0.0005
2.15147,-0.0334002,0.0005
2.33828,-0.0867379,0.0005
2.21525,-0.0651677,0.0005
2.12558,-0.0264975,0.0005
2.46967,-0.0218397,0.0005
2.3008,-0.0629622,0.0005
2.32896,-0.0674361,0.0005
2.90445,-0.0645987,0.0005
2.37673,-0.070975,0.0005
2.10115,-0.0840753,0.0005
2.50297,-0.0461053,0.0005
2.86203,-0.0700541,0.0005
2.90882,-0.0669367,0.0005
2.00775,-0.0554642,0.0005
2.58205,-0.0789179,0.0005
2.28826,-0.0798875,0.0005
2.51324,-0.038376,0.0005
2.32465,-0.0217479,0.0005
2.75406,-0.0678148,0.0005
2.90713,-0.00452969,0.0005
2.04667,-0.0803184,0.0005
2.76529,-0.0326398,0.0005
2.22005,-0.04671,0.0005
2.03555,-0.0463538,0.0005
2.37753,-0.0838475,0.0005
2.37873,-0.099616,0.0005
2.72742,-0.0294419,0.0005
2.04275,-0.0708838,0.0005
2.10534,-0.0814297,0.0005
2.92105,-0.0272949,0.0005
2.63461,-0.0456095,0.0005
2.14488,-0.0162548,0.0005
2.30692,-0.0737248,0.0005
2.32335,-0.0389063,0.0005
2.6471,-0.0735493,0.0005
2.84547,-0.0237456,0.0005
2.41215,-0.0665747,0.0005
2.7838,-0.0312167,0.0005
2.65582,-0.071589,0.0005
2.12416,-0.0786823,0.0005
2.76236,-0.0539207,0.0005
2.47065,-0.0331572,0.0005
2.61087,-0.0567512,0.0005
2.06615,-0.00847832,0.0005
2.12782,-0.0542925,0.0005
2.3001,-0.060734,0.0005
2.32868,-0.0326741,0.0005
2.06719,-0.0323425,0.0005
2.42584,-0.0134143,0.0005
2.76186,-0.0133761,0.0005
2.75747,-0.0373542,0.0005
2.27237,-0.00442577,0.0005
2.73688,-0.0629799,0.0005
2.76155,-0.0134337,0.0005
2.99701,-0.0676176,0.0005
2.73887,-0.0675998,0.0005
2.10395,-0.0421639,0.0005
2.85726,-0.0513211,0.0005
2.47985,-0.0682934,0.0005
2.15427,-0.0230148,0.0005
2.79672,-0.084601,0.0005
2.18443,-0.0443946,0.0005
2.54018,-0.0167602,0.0005
2.45896,-0.0913907,0.0005
2.97909,-0.025073,0.0005
2.41987,-0.016399,0.0005
2.451,-0.0859505,0.0005
2.38555,-0.0601089,0.0005
2.27302,-0.0291498,0.0005
2.78801,-0.0869297,0.0005
2.9812,-0.0888569,0.0005
2.51231,-0.00326741,0.0005
2.28708,-0.0553625,0.0005
2.14245,-0.00481573,0.0005
2.10728,-0.0719107,0.0005
2.46007,-0.0252053,0.0005
2.18717,-0.0689615,0.0005
2.68296,-0.0314298,0.0005
2.3337,-0.0414769,0.0005
2.33947,-0.0316555,0.0005
2.97451,-0.0859732,0.0005
2.22144,-0.0117204,0.0005
2.51793,-0.00947971,0.0005
2.45393,-0.0690332,0.0005
2.3228,-0.0360742,0.0005
2.80058,-0.062307,0.0005
2.65738,-0.0259933,0.0005
2.67918,-0.0542484,0.0005
2.24225,-0.00385278,0.0005
2.63727,-0.0337983,0.0005
2.29949,-0.000845475,0.0005
2.43423,-0.033524,0.0005
2.87306,-0.0046292,0.0005
2.79535,-0.0689193,0.0005
2.74604,-0.037704,0.0005
2.18,-0.0189804,0.0005
2.84777,-0.00847315,0.0005
2.49472,-0.00384676,0.0005
2.41445,-0.038325,0.0005
2.83168,-0.0745824,0.0005
2.78084,-0.0758385,0.0005
2.70229,-0.0937709,0.0005
2.99605,-0.0167517,0.0005
2.82454,-0.0943209,0.0005
2.56971,-0.0974716,0.0005
2.24816,-0.0898394,0.0005
2.52441,-0.0576886,0.0005
2.19578,-0.0328146,0.0005
2.64545,-0.0359558,0.0005
2.19501,-0.0237955,0.0005
2.86895,-0.0322194,0.0005
2.2772,-0.0819918,0.0005
2.76583,-0.0834954,0.0005
2.65544,-0.0297336,0.0005
2.30599,-0.0680417,0.0005
2.06465,-0.0134102,0.0005
2.444,-0.052816,0.0005
2.24113,-0.0710264,0.0005
2.60671,-0.0215326,0.0005
2.90354,-0.0317643,0.0005
2.01792,-0.0724562,0.0005
2.92858,-0.0392232,0.0005
2.39856,-0.0689048,0.0005
2.96914,-0.0236954,0.0005
2.32004,-0.00357387,0.0005
2.92701,-0.0716317,0.0005
2.22994,-0.0527316,0.0005
2.11372,-0.0780454,0.0005
2.09216,-0.0658549,0.0005
2.98234,-0.052968,0.0005
2.40165,-0.0535115,0.0005
2.99745,-0.0287393,0.0005
2.99658,-0.06824,0.0005
2.48053,-0.0230109,0.0005
2.01521,-0.0905974,0.0005
2.81631,-0.0893744,0.0005
2.00192,-0.0979415,0.0005
2.35025,-0.0419153,0.0005
2.43474,-0.0549366,0.0005
2.70989,-0.0508472,0.0005
2.82447,-0.0709462,0.0005
2.85833,-0.00255397,0.0005
2.91802,-0.0499444,0.0005
2.48059,-0.0567435,0.0005
2.88957,-0.062325,0.0005
2.01652,-0.01309,0.0005
2.65739,-0.0562728,0.0005
2.10578,-0.0767088,0.0005
2.02403,-0.0185081,0.0005
2.54494,-0.0349055,0.0005
2.77845,-0.0935938,0.0005
2.67278,-0.0776092,0.0005
2.24233,-0.0263402,0.0005
2.93412,-0.0810616,0.0005
2.34666,-0.011294,0.0005
2.83073,-0.0394292,0.0005
2.23421,-0.00548714,0.0005
2.54656,-0.0568949,0.0005
2.54797,-0.0862837,0.0005
2.80397,-0.0496822,0.0005
2.58111,-0.00240347,0.0005
2.22674,-0.00161457,0.0005
2.3603,-0.0254108,0.0005
2.03927,-0.0395562,0.0005
2.39632,-0.0856983,0.0005
2.70763,-0.0482166,0.0005
2.79976,-0.00236065,0.0005
2.01795,-0.021427,0.0005
2.43758,-0.0425146,0.0005
2.29818,-0.0911912,0.0005
2.73957,-0.0714,0.0005
2.857,-0.0802369,0.0005
2.18657,-0.0531363,0.0005
2.15586,-0.0159722,0.0005
2.74596,-0.0406669,0.0005
2.149,-0.0527612,0.0005
2.46322,-0.0512741,0.0005
2.12394,-0.0191225,0.0005
2.77072,-0.0838807,0.0005
2.89566,-0.021352,0.0005
2.43513,-0.0140065,0.0005
2.83927,-0.0418465,0.0005
2.96391,-0.0228954,0.0005
2.73459,-0.0432276,0.0005
2.89595,-0.07498,0.0005
2.26282,-0.0849451,0.0005
2.99655,-0.05496,0.0005
2.25809,-0.0672251,0.0005
2.25956,-0.0527734,0.0005
2.11891,-0.036326,0.0005
2.99676,-0.00553317,0.0005
2.22253,-0.0238669,0.0005
2.31507,-0.0593344,0.0005
2.39969,-0.0962536,0.0005
2.83451,-0.0145564,0.0005
2.70825,-0.0593854,0.0005
2.73211,-0.0325054,0.0005
2.10836,-0.0554666,0.0005
2.57915,-0.0685529,0.0005
2.83944,-0.00817943,0.0005
2.35422,-0.0320852,0.0005
2.72006,-0.0224903,0.0005
2.85716,-0.0179995,0.0005
2.81477,-0.0212561,0.0005
2.69788,-0.066421,0.0005
2.2248,-0.0198167,0.0005
2.00227,-0.0918208,0.0005
2.60773,-0.0847048,0.0005
2.5809,-0.0958857,0.0005
2.00642,-0.0683565,0.0005
2.6359,-0.041837,0.0005
2.24969,-0.0705045,0.0005
2.30414,-0.00139374,0.0005
2.43214,-0.0804957,0.0005
2.5977,-0.0663518,0.0005
2.97247,-0.0588152,0.0005
2.93611,-0.00957208,0.0005
2.09872,-0.089013,0.0005
2.63626,-0.0546166,0.0005
2.16875,-0.0907294,0.0005
2.36826,-0.0714516,0.0005
2.83931,-0.0190736,0.0005
2.86924,-0.0568193,0.0005
2.65961,-0.0100048,0.0005
2.87077,-0.0138579,0.0005
2.51033,-0.0621981,0.0005
2.46205,-0.0756295,0.0005
2.55579,-0.039895,0.0005
2.70145,-0.0169505,0.0005
2.97488,-0.0545394,0.0005
2.55277,-0.0462451,0.0005
2.0339,-0.0910642,0.0005
2.48712,-0.0331936,0.0005
2.00554,-0.0349524,0.0005
2.39945,-0.0398493,0.0005
2.98738,-0.037438,0.0005
2.51933,-0.0647856,0.0005
2.27537,-0.0589507,0.0005
2.95965,-0.00810584,0.0005
2.11066,-0.0163374,0.0005
